Gene Name	Transcript Name	Protein Name
Genemark1.4215_g	63432	63432
Genemark1.4221_g	63438	63438
Genemark1.4225_g	63442	63442
Genemark1.4227_g	63444	63444
Genemark1.4235_g	63452	63452
Genemark1.4238_g	63455	63455
Genemark1.4239_g	63456	63456
Genemark1.4245_g	63462	63462
Genemark1.4246_g	63463	63463
Genemark1.4250_g	63467	63467
Genemark1.4258_g	63475	63475
Genemark1.4263_g	63480	63480
Genemark1.4266_g	63483	63483
Genemark1.4269_g	63486	63486
Genemark1.4277_g	63494	63494
Genemark1.4281_g	63498	63498
Genemark1.4296_g	63513	63513
Genemark1.4297_g	63514	63514
Genemark1.4306_g	63523	63523
gw1.20.166.1	6353	6353
Genemark1.4320_g	63537	63537
Genemark1.4328_g	63545	63545
Genemark1.4331_g	63548	63548
Genemark1.4338_g	63555	63555
Genemark1.4339_g	63556	63556
Genemark1.4342_g	63559	63559
Genemark1.4343_g	63560	63560
Genemark1.4350_g	63567	63567
Genemark1.4352_g	63569	63569
Genemark1.4353_g	63570	63570
Genemark1.4355_g	63572	63572
Genemark1.4360_g	63577	63577
Genemark1.4363_g	63580	63580
Genemark1.4364_g	63581	63581
Genemark1.4371_g	63588	63588
Genemark1.4372_g	63589	63589
Genemark1.4373_g	63590	63590
Genemark1.4376_g	63593	63593
Genemark1.4382_g	63599	63599
Genemark1.4384_g	63601	63601
Genemark1.4385_g	63602	63602
Genemark1.4386_g	63603	63603
Genemark1.4387_g	63604	63604
Genemark1.4389_g	63606	63606
Genemark1.4391_g	63608	63608
Genemark1.4409_g	63626	63626
Genemark1.4413_g	63630	63630
Genemark1.4418_g	63635	63635
Genemark1.4419_g	63636	63636
Genemark1.4420_g	63637	63637
Genemark1.4422_g	63639	63639
Genemark1.4426_g	63643	63643
Genemark1.4428_g	63645	63645
Genemark1.4431_g	63648	63648
Genemark1.4448_g	63665	63665
Genemark1.4450_g	63667	63667
Genemark1.4453_g	63670	63670
Genemark1.4458_g	63675	63675
Genemark1.4459_g	63676	63676
Genemark1.4476_g	63693	63693
Genemark1.4479_g	63696	63696
Genemark1.4480_g	63697	63697
gw1.10.17.1	637	637
Genemark1.4489_g	63706	63706
Genemark1.4493_g	63710	63710
Genemark1.4494_g	63711	63711
Genemark1.4495_g	63712	63712
Genemark1.4497_g	63714	63714
Genemark1.4517_g	63734	63734
Genemark1.4520_g	63737	63737
Genemark1.4524_g	63741	63741
Genemark1.4535_g	63752	63752
Genemark1.4537_g	63754	63754
Genemark1.4538_g	63755	63755
Genemark1.4542_g	63759	63759
Genemark1.4551_g	63768	63768
Genemark1.4552_g	63769	63769
Genemark1.4560_g	63777	63777
Genemark1.4563_g	63780	63780
Genemark1.4568_g	63785	63785
Genemark1.4569_g	63786	63786
Genemark1.4573_g	63790	63790
Genemark1.4577_g	63794	63794
Genemark1.4580_g	63797	63797
Genemark1.4584_g	63801	63801
Genemark1.4585_g	63802	63802
Genemark1.4598_g	63815	63815
Genemark1.4603_g	63820	63820
Genemark1.4608_g	63825	63825
Genemark1.4612_g	63829	63829
Genemark1.4613_g	63830	63830
Genemark1.4616_g	63833	63833
Genemark1.4617_g	63834	63834
Genemark1.4618_g	63835	63835
Genemark1.4619_g	63836	63836
Genemark1.4627_g	63844	63844
Genemark1.4640_g	63857	63857
Genemark1.4641_g	63858	63858
Genemark1.4648_g	63865	63865
Genemark1.4658_g	63875	63875
Genemark1.4674_g	63891	63891
Genemark1.4675_g	63892	63892
Genemark1.4681_g	63898	63898
Genemark1.4682_g	63899	63899
Genemark1.4684_g	63901	63901
Genemark1.4702_g	63919	63919
Genemark1.4704_g	63921	63921
Genemark1.4706_g	63923	63923
Genemark1.4723_g	63940	63940
Genemark1.4725_g	63942	63942
Genemark1.4727_g	63944	63944
Genemark1.4729_g	63946	63946
Genemark1.4730_g	63947	63947
Genemark1.4736_g	63953	63953
Genemark1.4743_g	63960	63960
Genemark1.4747_g	63964	63964
Genemark1.4749_g	63966	63966
Genemark1.4750_g	63967	63967
Genemark1.4752_g	63969	63969
Genemark1.4757_g	63974	63974
Genemark1.4771_g	63988	63988
Genemark1.4773_g	63990	63990
Genemark1.4774_g	63991	63991
Genemark1.4782_g	63999	63999
Genemark1.4783_g	64000	64000
Genemark1.4784_g	64001	64001
Genemark1.4789_g	64006	64006
Genemark1.4790_g	64007	64007
Genemark1.4795_g	64012	64012
Genemark1.4796_g	64013	64013
Genemark1.4797_g	64014	64014
gw1.11.201.1	6402	6402
Genemark1.4807_g	64024	64024
Genemark1.4808_g	64025	64025
Genemark1.4810_g	64027	64027
Genemark1.4811_g	64028	64028
Genemark1.4820_g	64037	64037
Genemark1.4823_g	64040	64040
Genemark1.4825_g	64042	64042
Genemark1.4826_g	64043	64043
estExt_Genemark1.C_10009	64051	64051
estExt_Genemark1.C_10010	64052	64052
estExt_Genemark1.C_10021	64056	64056
estExt_Genemark1.C_10073	64071	64071
estExt_Genemark1.C_10085	64075	64075
estExt_Genemark1.C_10093	64077	64077
estExt_Genemark1.C_10102	64082	64082
estExt_Genemark1.C_10105	64083	64083
estExt_Genemark1.C_10120	64092	64092
estExt_Genemark1.C_10125	64095	64095
estExt_Genemark1.C_10127	64096	64096
estExt_Genemark1.C_10131	64098	64098
estExt_Genemark1.C_10134	64101	64101
estExt_Genemark1.C_10136	64103	64103
estExt_Genemark1.C_10138	64104	64104
estExt_Genemark1.C_10145	64109	64109
estExt_Genemark1.C_10154	64115	64115
estExt_Genemark1.C_10157	64116	64116
estExt_Genemark1.C_10169	64119	64119
estExt_Genemark1.C_10183	64126	64126
estExt_Genemark1.C_10184	64127	64127
estExt_Genemark1.C_10186	64129	64129
estExt_Genemark1.C_10208	64138	64138
estExt_Genemark1.C_10216	64142	64142
estExt_Genemark1.C_10217	64143	64143
estExt_Genemark1.C_10238	64152	64152
estExt_Genemark1.C_10251	64157	64157
estExt_Genemark1.C_10259	64161	64161
estExt_Genemark1.C_10266	64167	64167
estExt_Genemark1.C_10268	64168	64168
estExt_Genemark1.C_10278	64171	64171
estExt_Genemark1.C_10279	64172	64172
estExt_Genemark1.C_10287	64175	64175
estExt_Genemark1.C_10289	64176	64176
estExt_Genemark1.C_10298	64181	64181
estExt_Genemark1.C_10307	64185	64185
estExt_Genemark1.C_10316	64191	64191
estExt_Genemark1.C_10318	64193	64193
estExt_Genemark1.C_10325	64195	64195
estExt_Genemark1.C_10327	64196	64196
estExt_Genemark1.C_10331	64200	64200
estExt_Genemark1.C_10334	64203	64203
estExt_Genemark1.C_10335	64204	64204
estExt_Genemark1.C_10365	64218	64218
estExt_Genemark1.C_10368	64219	64219
estExt_Genemark1.C_10369	64220	64220
estExt_Genemark1.C_10379	64224	64224
estExt_Genemark1.C_10380	64225	64225
estExt_Genemark1.C_10397	64235	64235
estExt_Genemark1.C_10398	64236	64236
estExt_Genemark1.C_10402	64238	64238
estExt_Genemark1.C_10414	64244	64244
estExt_Genemark1.C_10425	64247	64247
estExt_Genemark1.C_10427	64249	64249
estExt_Genemark1.C_10429	64250	64250
estExt_Genemark1.C_10433	64251	64251
estExt_Genemark1.C_10435	64252	64252
estExt_Genemark1.C_10437	64253	64253
estExt_Genemark1.C_10456	64264	64264
estExt_Genemark1.C_10466	64270	64270
estExt_Genemark1.C_10468	64271	64271
estExt_Genemark1.C_10470	64273	64273
estExt_Genemark1.C_10473	64276	64276
estExt_Genemark1.C_10490	64284	64284
estExt_Genemark1.C_10510	64292	64292
estExt_Genemark1.C_10524	64298	64298
estExt_Genemark1.C_10537	64306	64306
estExt_Genemark1.C_10567	64315	64315
estExt_Genemark1.C_10572	64317	64317
estExt_Genemark1.C_10573	64318	64318
estExt_Genemark1.C_10578	64320	64320
estExt_Genemark1.C_10580	64322	64322
estExt_Genemark1.C_10583	64323	64323
estExt_Genemark1.C_10610	64330	64330
estExt_Genemark1.C_10614	64332	64332
estExt_Genemark1.C_10618	64334	64334
estExt_Genemark1.C_10619	64335	64335
estExt_Genemark1.C_10626	64337	64337
gw1.23.120.1	6434	6434
estExt_Genemark1.C_10635	64342	64342
estExt_Genemark1.C_10636	64343	64343
estExt_Genemark1.C_10637	64344	64344
estExt_Genemark1.C_10638	64345	64345
estExt_Genemark1.C_10651	64352	64352
estExt_Genemark1.C_10659	64354	64354
estExt_Genemark1.C_10663	64357	64357
estExt_Genemark1.C_10664	64358	64358
estExt_Genemark1.C_10673	64362	64362
estExt_Genemark1.C_10681	64366	64366
estExt_Genemark1.C_10682	64367	64367
estExt_Genemark1.C_10685	64368	64368
estExt_Genemark1.C_10686	64369	64369
estExt_Genemark1.C_10698	64375	64375
estExt_Genemark1.C_10701	64378	64378
estExt_Genemark1.C_10705	64379	64379
estExt_Genemark1.C_10707	64380	64380
estExt_Genemark1.C_10713	64386	64386
estExt_Genemark1.C_10729	64395	64395
estExt_Genemark1.C_10734	64397	64397
estExt_Genemark1.C_20014	64407	64407
estExt_Genemark1.C_20019	64410	64410
estExt_Genemark1.C_20021	64411	64411
estExt_Genemark1.C_20022	64412	64412
estExt_Genemark1.C_20024	64414	64414
estExt_Genemark1.C_20073	64433	64433
estExt_Genemark1.C_20074	64434	64434
estExt_Genemark1.C_20076	64435	64435
estExt_Genemark1.C_20079	64436	64436
estExt_Genemark1.C_20082	64439	64439
estExt_Genemark1.C_20088	64442	64442
estExt_Genemark1.C_20097	64445	64445
estExt_Genemark1.C_20100	64448	64448
estExt_Genemark1.C_20110	64452	64452
estExt_Genemark1.C_20112	64453	64453
estExt_Genemark1.C_20115	64454	64454
estExt_Genemark1.C_20131	64466	64466
estExt_Genemark1.C_20135	64467	64467
estExt_Genemark1.C_20138	64468	64468
estExt_Genemark1.C_20142	64470	64470
estExt_Genemark1.C_20148	64472	64472
estExt_Genemark1.C_20167	64481	64481
estExt_Genemark1.C_20170	64482	64482
estExt_Genemark1.C_20176	64484	64484
estExt_Genemark1.C_20180	64485	64485
estExt_Genemark1.C_20182	64486	64486
estExt_Genemark1.C_20186	64488	64488
estExt_Genemark1.C_20196	64491	64491
estExt_Genemark1.C_20217	64504	64504
estExt_Genemark1.C_20231	64509	64509
estExt_Genemark1.C_20235	64511	64511
estExt_Genemark1.C_20240	64515	64515
estExt_Genemark1.C_20249	64519	64519
estExt_Genemark1.C_20252	64521	64521
estExt_Genemark1.C_20266	64531	64531
gw1.4.586.1	6454	6454
estExt_Genemark1.C_20299	64551	64551
estExt_Genemark1.C_20304	64552	64552
estExt_Genemark1.C_20307	64553	64553
estExt_Genemark1.C_20327	64564	64564
estExt_Genemark1.C_20329	64566	64566
estExt_Genemark1.C_20332	64567	64567
estExt_Genemark1.C_20334	64569	64569
estExt_Genemark1.C_20344	64572	64572
estExt_Genemark1.C_20348	64574	64574
gw1.8.270.1	6458	6458
estExt_Genemark1.C_20375	64585	64585
estExt_Genemark1.C_20387	64592	64592
estExt_Genemark1.C_20395	64596	64596
estExt_Genemark1.C_20404	64601	64601
estExt_Genemark1.C_20419	64608	64608
estExt_Genemark1.C_20425	64611	64611
estExt_Genemark1.C_20432	64615	64615
estExt_Genemark1.C_20433	64616	64616
estExt_Genemark1.C_20436	64618	64618
estExt_Genemark1.C_20437	64619	64619
estExt_Genemark1.C_20440	64621	64621
estExt_Genemark1.C_20473	64636	64636
estExt_Genemark1.C_20485	64642	64642
estExt_Genemark1.C_20492	64649	64649
estExt_Genemark1.C_20499	64651	64651
estExt_Genemark1.C_20504	64653	64653
estExt_Genemark1.C_20509	64655	64655
estExt_Genemark1.C_20513	64659	64659
estExt_Genemark1.C_20530	64663	64663
estExt_Genemark1.C_20531	64664	64664
estExt_Genemark1.C_20551	64673	64673
estExt_Genemark1.C_20557	64676	64676
estExt_Genemark1.C_20562	64679	64679
estExt_Genemark1.C_20565	64680	64680
estExt_Genemark1.C_20577	64687	64687
estExt_Genemark1.C_20581	64690	64690
estExt_Genemark1.C_20584	64692	64692
estExt_Genemark1.C_20594	64697	64697
estExt_Genemark1.C_20601	64702	64702
estExt_Genemark1.C_20607	64705	64705
estExt_Genemark1.C_20610	64706	64706
estExt_Genemark1.C_20620	64712	64712
estExt_Genemark1.C_20623	64713	64713
estExt_Genemark1.C_20624	64714	64714
estExt_Genemark1.C_20633	64718	64718
estExt_Genemark1.C_20637	64719	64719
estExt_Genemark1.C_20640	64721	64721
estExt_Genemark1.C_20646	64726	64726
estExt_Genemark1.C_20674	64738	64738
estExt_Genemark1.C_20679	64739	64739
estExt_Genemark1.C_20692	64745	64745
estExt_Genemark1.C_20694	64747	64747
estExt_Genemark1.C_20695	64748	64748
estExt_Genemark1.C_30009	64760	64760
estExt_Genemark1.C_30015	64764	64764
estExt_Genemark1.C_30025	64766	64766
estExt_Genemark1.C_30055	64779	64779
estExt_Genemark1.C_30058	64781	64781
estExt_Genemark1.C_30063	64783	64783
estExt_Genemark1.C_30073	64788	64788
estExt_Genemark1.C_30074	64789	64789
estExt_Genemark1.C_30077	64791	64791
estExt_Genemark1.C_30080	64793	64793
estExt_Genemark1.C_30086	64798	64798
estExt_Genemark1.C_30087	64799	64799
estExt_Genemark1.C_30088	64800	64800
estExt_Genemark1.C_30090	64802	64802
estExt_Genemark1.C_30095	64804	64804
estExt_Genemark1.C_30100	64807	64807
estExt_Genemark1.C_30108	64812	64812
estExt_Genemark1.C_30113	64816	64816
estExt_Genemark1.C_30117	64817	64817
estExt_Genemark1.C_30130	64824	64824
estExt_Genemark1.C_30138	64828	64828
estExt_Genemark1.C_30145	64833	64833
estExt_Genemark1.C_30153	64835	64835
estExt_Genemark1.C_30168	64842	64842
estExt_Genemark1.C_30172	64843	64843
estExt_Genemark1.C_30198	64856	64856
estExt_Genemark1.C_30204	64859	64859
estExt_Genemark1.C_30205	64860	64860
estExt_Genemark1.C_30213	64865	64865
estExt_Genemark1.C_30214	64866	64866
estExt_Genemark1.C_30227	64873	64873
estExt_Genemark1.C_30234	64878	64878
estExt_Genemark1.C_30247	64884	64884
estExt_Genemark1.C_30249	64885	64885
estExt_Genemark1.C_30263	64891	64891
estExt_Genemark1.C_30272	64895	64895
estExt_Genemark1.C_30274	64896	64896
estExt_Genemark1.C_30279	64899	64899
estExt_Genemark1.C_30281	64901	64901
estExt_Genemark1.C_30284	64902	64902
estExt_Genemark1.C_30287	64904	64904
estExt_Genemark1.C_30289	64906	64906
estExt_Genemark1.C_30294	64907	64907
estExt_Genemark1.C_30306	64915	64915
estExt_Genemark1.C_30307	64916	64916
gw1.21.146.1	6492	6492
estExt_Genemark1.C_30323	64920	64920
estExt_Genemark1.C_30329	64923	64923
estExt_Genemark1.C_30331	64925	64925
estExt_Genemark1.C_30333	64927	64927
estExt_Genemark1.C_30334	64928	64928
estExt_Genemark1.C_30365	64941	64941
estExt_Genemark1.C_30370	64945	64945
estExt_Genemark1.C_30387	64948	64948
estExt_Genemark1.C_30419	64964	64964
estExt_Genemark1.C_30425	64969	64969
estExt_Genemark1.C_30426	64970	64970
estExt_Genemark1.C_30438	64975	64975
estExt_Genemark1.C_30449	64981	64981
estExt_Genemark1.C_30461	64990	64990
estExt_Genemark1.C_30467	64994	64994
estExt_Genemark1.C_30469	64996	64996
estExt_Genemark1.C_30495	65011	65011
estExt_Genemark1.C_30509	65015	65015
estExt_Genemark1.C_30518	65018	65018
estExt_Genemark1.C_30527	65023	65023
estExt_Genemark1.C_30540	65029	65029
estExt_Genemark1.C_30545	65033	65033
estExt_Genemark1.C_30549	65037	65037
estExt_Genemark1.C_30552	65039	65039
estExt_Genemark1.C_30564	65042	65042
estExt_Genemark1.C_40004	65044	65044
estExt_Genemark1.C_40013	65050	65050
estExt_Genemark1.C_40027	65061	65061
estExt_Genemark1.C_40041	65066	65066
estExt_Genemark1.C_40050	65070	65070
estExt_Genemark1.C_40058	65073	65073
estExt_Genemark1.C_40068	65076	65076
estExt_Genemark1.C_40079	65080	65080
estExt_Genemark1.C_40090	65085	65085
estExt_Genemark1.C_40091	65086	65086
estExt_Genemark1.C_40097	65088	65088
estExt_Genemark1.C_40098	65089	65089
estExt_Genemark1.C_40121	65098	65098
estExt_Genemark1.C_40139	65108	65108
estExt_Genemark1.C_40142	65109	65109
estExt_Genemark1.C_40145	65112	65112
estExt_Genemark1.C_40149	65115	65115
estExt_Genemark1.C_40150	65116	65116
estExt_Genemark1.C_40166	65127	65127
estExt_Genemark1.C_40174	65130	65130
estExt_Genemark1.C_40178	65131	65131
estExt_Genemark1.C_40179	65132	65132
estExt_Genemark1.C_40184	65136	65136
estExt_Genemark1.C_40191	65140	65140
estExt_Genemark1.C_40196	65142	65142
estExt_Genemark1.C_40199	65145	65145
estExt_Genemark1.C_40207	65149	65149
estExt_Genemark1.C_40209	65150	65150
estExt_Genemark1.C_40212	65151	65151
estExt_Genemark1.C_40221	65155	65155
estExt_Genemark1.C_40229	65159	65159
estExt_Genemark1.C_40232	65160	65160
estExt_Genemark1.C_40233	65161	65161
estExt_Genemark1.C_40235	65163	65163
estExt_Genemark1.C_40239	65166	65166
estExt_Genemark1.C_40267	65173	65173
estExt_Genemark1.C_40268	65174	65174
estExt_Genemark1.C_40269	65175	65175
estExt_Genemark1.C_40289	65182	65182
estExt_Genemark1.C_40303	65188	65188
estExt_Genemark1.C_40309	65190	65190
estExt_Genemark1.C_40311	65191	65191
estExt_Genemark1.C_40314	65192	65192
estExt_Genemark1.C_40318	65194	65194
estExt_Genemark1.C_40326	65197	65197
estExt_Genemark1.C_40327	65198	65198
estExt_Genemark1.C_40332	65201	65201
estExt_Genemark1.C_40335	65204	65204
estExt_Genemark1.C_40336	65205	65205
estExt_Genemark1.C_40351	65211	65211
estExt_Genemark1.C_40358	65215	65215
estExt_Genemark1.C_40359	65216	65216
estExt_Genemark1.C_40377	65225	65225
estExt_Genemark1.C_40381	65229	65229
estExt_Genemark1.C_40395	65235	65235
estExt_Genemark1.C_40398	65236	65236
estExt_Genemark1.C_40407	65239	65239
estExt_Genemark1.C_40412	65241	65241
estExt_Genemark1.C_40430	65248	65248
estExt_Genemark1.C_40433	65250	65250
estExt_Genemark1.C_40436	65252	65252
estExt_Genemark1.C_40442	65254	65254
estExt_Genemark1.C_40444	65256	65256
estExt_Genemark1.C_40454	65263	65263
estExt_Genemark1.C_40487	65278	65278
estExt_Genemark1.C_40497	65283	65283
estExt_Genemark1.C_40499	65285	65285
estExt_Genemark1.C_40506	65289	65289
estExt_Genemark1.C_40513	65292	65292
estExt_Genemark1.C_40516	65295	65295
estExt_Genemark1.C_40518	65296	65296
estExt_Genemark1.C_40520	65298	65298
estExt_Genemark1.C_40525	65301	65301
estExt_Genemark1.C_40529	65304	65304
estExt_Genemark1.C_40530	65305	65305
estExt_Genemark1.C_40544	65314	65314
estExt_Genemark1.C_40545	65315	65315
estExt_Genemark1.C_40546	65316	65316
estExt_Genemark1.C_40548	65318	65318
estExt_Genemark1.C_40555	65322	65322
estExt_Genemark1.C_50020	65342	65342
estExt_Genemark1.C_50025	65343	65343
estExt_Genemark1.C_50032	65346	65346
estExt_Genemark1.C_50037	65347	65347
estExt_Genemark1.C_50042	65351	65351
estExt_Genemark1.C_50043	65352	65352
estExt_Genemark1.C_50055	65357	65357
estExt_Genemark1.C_50058	65359	65359
estExt_Genemark1.C_50059	65360	65360
estExt_Genemark1.C_50065	65361	65361
estExt_Genemark1.C_50077	65365	65365
estExt_Genemark1.C_50079	65366	65366
estExt_Genemark1.C_50081	65368	65368
estExt_Genemark1.C_50099	65382	65382
estExt_Genemark1.C_50121	65392	65392
estExt_Genemark1.C_50144	65398	65398
estExt_Genemark1.C_50146	65399	65399
estExt_Genemark1.C_50151	65401	65401
estExt_Genemark1.C_50157	65402	65402
estExt_Genemark1.C_50161	65404	65404
estExt_Genemark1.C_50167	65409	65409
estExt_Genemark1.C_50176	65414	65414
estExt_Genemark1.C_50178	65415	65415
estExt_Genemark1.C_50179	65416	65416
estExt_Genemark1.C_50181	65418	65418
estExt_Genemark1.C_50189	65423	65423
estExt_Genemark1.C_50201	65429	65429
estExt_Genemark1.C_50212	65434	65434
estExt_Genemark1.C_50216	65435	65435
estExt_Genemark1.C_50241	65445	65445
estExt_Genemark1.C_50246	65447	65447
estExt_Genemark1.C_50250	65450	65450
estExt_Genemark1.C_50268	65460	65460
estExt_Genemark1.C_50269	65461	65461
estExt_Genemark1.C_50282	65466	65466
estExt_Genemark1.C_50291	65471	65471
estExt_Genemark1.C_50294	65474	65474
estExt_Genemark1.C_50299	65478	65478
estExt_Genemark1.C_50300	65479	65479
estExt_Genemark1.C_50307	65481	65481
estExt_Genemark1.C_50308	65482	65482
estExt_Genemark1.C_50314	65484	65484
estExt_Genemark1.C_50329	65494	65494
estExt_Genemark1.C_50346	65499	65499
estExt_Genemark1.C_50350	65502	65502
estExt_Genemark1.C_50394	65518	65518
estExt_Genemark1.C_50399	65521	65521
estExt_Genemark1.C_50401	65523	65523
estExt_Genemark1.C_50427	65542	65542
estExt_Genemark1.C_50451	65555	65555
estExt_Genemark1.C_50466	65565	65565
estExt_Genemark1.C_50472	65570	65570
estExt_Genemark1.C_50475	65572	65572
estExt_Genemark1.C_50477	65574	65574
estExt_Genemark1.C_50478	65575	65575
estExt_Genemark1.C_50480	65576	65576
estExt_Genemark1.C_50487	65582	65582
estExt_Genemark1.C_50493	65584	65584
estExt_Genemark1.C_50517	65591	65591
estExt_Genemark1.C_50520	65593	65593
estExt_Genemark1.C_50522	65594	65594
estExt_Genemark1.C_50535	65601	65601
estExt_Genemark1.C_50541	65606	65606
estExt_Genemark1.C_60004	65610	65610
estExt_Genemark1.C_60039	65629	65629
estExt_Genemark1.C_60048	65634	65634
estExt_Genemark1.C_60099	65651	65651
estExt_Genemark1.C_60101	65653	65653
estExt_Genemark1.C_60102	65654	65654
estExt_Genemark1.C_60112	65656	65656
estExt_Genemark1.C_60117	65658	65658
estExt_Genemark1.C_60118	65659	65659
estExt_Genemark1.C_60120	65660	65660
estExt_Genemark1.C_60126	65663	65663
estExt_Genemark1.C_60153	65677	65677
estExt_Genemark1.C_60155	65679	65679
estExt_Genemark1.C_60161	65683	65683
estExt_Genemark1.C_60164	65685	65685
estExt_Genemark1.C_60170	65688	65688
estExt_Genemark1.C_60183	65695	65695
estExt_Genemark1.C_60188	65699	65699
estExt_Genemark1.C_60200	65707	65707
estExt_Genemark1.C_60202	65708	65708
estExt_Genemark1.C_60208	65711	65711
estExt_Genemark1.C_60231	65723	65723
estExt_Genemark1.C_60232	65724	65724
estExt_Genemark1.C_60239	65728	65728
estExt_Genemark1.C_60246	65731	65731
estExt_Genemark1.C_60275	65747	65747
estExt_Genemark1.C_60285	65753	65753
estExt_Genemark1.C_60286	65754	65754
estExt_Genemark1.C_60287	65755	65755
estExt_Genemark1.C_60296	65761	65761
estExt_Genemark1.C_60297	65762	65762
estExt_Genemark1.C_60300	65765	65765
estExt_Genemark1.C_60309	65770	65770
estExt_Genemark1.C_60319	65775	65775
estExt_Genemark1.C_60321	65776	65776
estExt_Genemark1.C_60328	65781	65781
estExt_Genemark1.C_60340	65787	65787
estExt_Genemark1.C_60352	65792	65792
estExt_Genemark1.C_60356	65794	65794
estExt_Genemark1.C_60359	65796	65796
estExt_Genemark1.C_60365	65800	65800
estExt_Genemark1.C_60379	65802	65802
estExt_Genemark1.C_60381	65803	65803
estExt_Genemark1.C_60383	65805	65805
estExt_Genemark1.C_60401	65815	65815
estExt_Genemark1.C_60405	65817	65817
estExt_Genemark1.C_60408	65818	65818
estExt_Genemark1.C_60410	65820	65820
estExt_Genemark1.C_60415	65824	65824
estExt_Genemark1.C_60429	65827	65827
estExt_Genemark1.C_60437	65830	65830
estExt_Genemark1.C_60438	65831	65831
estExt_Genemark1.C_60453	65834	65834
estExt_Genemark1.C_60456	65836	65836
estExt_Genemark1.C_60469	65844	65844
estExt_Genemark1.C_60470	65845	65845
estExt_Genemark1.C_60493	65858	65858
estExt_Genemark1.C_60496	65860	65860
estExt_Genemark1.C_70004	65868	65868
estExt_Genemark1.C_70005	65869	65869
estExt_Genemark1.C_70015	65872	65872
estExt_Genemark1.C_70023	65874	65874
estExt_Genemark1.C_70025	65875	65875
estExt_Genemark1.C_70030	65878	65878
estExt_Genemark1.C_70043	65883	65883
estExt_Genemark1.C_70064	65890	65890
estExt_Genemark1.C_70068	65893	65893
estExt_Genemark1.C_70069	65894	65894
estExt_Genemark1.C_70070	65895	65895
estExt_Genemark1.C_70071	65896	65896
estExt_Genemark1.C_70072	65897	65897
estExt_Genemark1.C_70074	65899	65899
estExt_Genemark1.C_70083	65903	65903
estExt_Genemark1.C_70086	65904	65904
estExt_Genemark1.C_70091	65906	65906
estExt_Genemark1.C_70096	65909	65909
estExt_Genemark1.C_70098	65911	65911
estExt_Genemark1.C_70101	65914	65914
estExt_Genemark1.C_70124	65924	65924
estExt_Genemark1.C_70128	65925	65925
estExt_Genemark1.C_70149	65934	65934
estExt_Genemark1.C_70151	65935	65935
estExt_Genemark1.C_70153	65937	65937
estExt_Genemark1.C_70154	65938	65938
estExt_Genemark1.C_70164	65942	65942
estExt_Genemark1.C_70166	65943	65943
estExt_Genemark1.C_70174	65948	65948
estExt_Genemark1.C_70179	65951	65951
estExt_Genemark1.C_70194	65962	65962
estExt_Genemark1.C_70198	65965	65965
estExt_Genemark1.C_70200	65967	65967
estExt_Genemark1.C_70203	65969	65969
estExt_Genemark1.C_70208	65971	65971
estExt_Genemark1.C_70210	65972	65972
estExt_Genemark1.C_70211	65973	65973
estExt_Genemark1.C_70215	65976	65976
estExt_Genemark1.C_70223	65980	65980
estExt_Genemark1.C_70228	65983	65983
estExt_Genemark1.C_70229	65984	65984
estExt_Genemark1.C_70236	65988	65988
estExt_Genemark1.C_70237	65989	65989
estExt_Genemark1.C_70239	65991	65991
estExt_Genemark1.C_70240	65992	65992
estExt_Genemark1.C_70249	65999	65999
estExt_Genemark1.C_70254	66002	66002
estExt_Genemark1.C_70257	66004	66004
estExt_Genemark1.C_70264	66008	66008
estExt_Genemark1.C_70275	66011	66011
estExt_Genemark1.C_70290	66018	66018
estExt_Genemark1.C_70298	66020	66020
estExt_Genemark1.C_70305	66023	66023
estExt_Genemark1.C_70308	66025	66025
estExt_Genemark1.C_70310	66027	66027
estExt_Genemark1.C_70319	66031	66031
estExt_Genemark1.C_70329	66036	66036
estExt_Genemark1.C_70331	66038	66038
estExt_Genemark1.C_70333	66039	66039
estExt_Genemark1.C_70336	66040	66040
estExt_Genemark1.C_70338	66041	66041
estExt_Genemark1.C_70341	66044	66044
estExt_Genemark1.C_70348	66048	66048
estExt_Genemark1.C_70350	66049	66049
estExt_Genemark1.C_70360	66057	66057
estExt_Genemark1.C_70364	66058	66058
estExt_Genemark1.C_70365	66059	66059
estExt_Genemark1.C_70371	66064	66064
estExt_Genemark1.C_70377	66067	66067
estExt_Genemark1.C_70380	66068	66068
estExt_Genemark1.C_70388	66074	66074
estExt_Genemark1.C_70401	66078	66078
estExt_Genemark1.C_70404	66080	66080
estExt_Genemark1.C_70405	66081	66081
estExt_Genemark1.C_70419	66085	66085
estExt_Genemark1.C_70421	66087	66087
estExt_Genemark1.C_70442	66096	66096
estExt_Genemark1.C_70446	66097	66097
estExt_Genemark1.C_70454	66104	66104
estExt_Genemark1.C_80043	66123	66123
estExt_Genemark1.C_80044	66124	66124
estExt_Genemark1.C_80046	66126	66126
estExt_Genemark1.C_80048	66127	66127
estExt_Genemark1.C_80052	66129	66129
estExt_Genemark1.C_80055	66132	66132
estExt_Genemark1.C_80104	66151	66151
estExt_Genemark1.C_80124	66158	66158
estExt_Genemark1.C_80129	66160	66160
estExt_Genemark1.C_80133	66162	66162
estExt_Genemark1.C_80146	66167	66167
estExt_Genemark1.C_80150	66170	66170
estExt_Genemark1.C_80152	66171	66171
estExt_Genemark1.C_80156	66174	66174
