Gene Name	Gene Start (bp)	Gene End (bp)	Chromosome Name	Strand
estExt_Genemark1.C_30073	401016	406538	scaffold_3	-1
Genemark1.775_g	161706	162369	scaffold_2	-1
fgenesh1_pg.2_#_184	1384223	1392599	scaffold_2	1
fgenesh1_pg.3_#_17	131458	138180	scaffold_3	-1
estExt_Genemark1.C_280015	88956	94725	scaffold_28	1
estExt_fgenesh1_pm.C_150071	960237	961638	scaffold_15	1
Genemark1.4180_g	360503	360787	scaffold_8	1
estExt_fgenesh1_pg.C_170033	264873	271589	scaffold_17	1
fgenesh1_pm.4_#_199	2259991	2261733	scaffold_4	-1
estExt_Genemark1.C_270015	139100	143436	scaffold_27	-1
Genemark1.7925_g	687952	697490	scaffold_20	-1
gw1.15.35.1	426973	432171	scaffold_15	1
Genemark1.8380_g	773192	780799	scaffold_22	-1
estExt_Genemark1.C_180095	504759	506037	scaffold_18	-1
estExt_fgenesh1_pg.C_80144	1117485	1123906	scaffold_8	1
estExt_fgenesh1_pg.C_120088	597603	600579	scaffold_12	-1
Genemark1.3723_g	464508	469538	scaffold_7	1
e_gw1.2.493.1	480811	486460	scaffold_2	1
estExt_fgenesh1_pm.C_10260	3198798	3200321	scaffold_1	1
e_gw1.5.455.1	120687	122726	scaffold_5	-1
estExt_fgenesh1_pg.C_110221	1513311	1518649	scaffold_11	-1
fgenesh1_kg.6_#_54_#_1138_1_CBOZ_CBPA	903589	905180	scaffold_6	1
Genemark1.4192_g	436398	438038	scaffold_8	1
estExt_fgenesh1_pg.C_190103	803549	807383	scaffold_19	1
estExt_Genewise1Plus.C_150182	997733	1003364	scaffold_15	-1
estExt_fgenesh1_pm.C_190108	1150693	1152991	scaffold_19	-1
e_gw1.13.373.1	959734	960289	scaffold_13	1
fgenesh1_pg.14_#_198	1373259	1376683	scaffold_14	-1
estExt_fgenesh1_pm.C_50211	2437578	2441116	scaffold_5	1
estExt_Genemark1.C_50541	2916037	2916890	scaffold_5	-1
e_gw1.1.279.1	1865525	1869462	scaffold_1	1
fgenesh1_kg.18_#_9_#_1034_1_CBOZ_CBPA	197787	199014	scaffold_18	-1
fgenesh1_pm.20_#_87	981755	985583	scaffold_20	-1
Genemark1.1364_g	3279735	3284163	scaffold_2	1
estExt_Genewise1.C_110329	1435648	1437467	scaffold_11	-1
estExt_fgenesh1_pg.C_70166	1147689	1149349	scaffold_7	1
e_gw1.8.344.1	101348	102897	scaffold_8	1
fgenesh1_kg.17_#_3_#_412_3_CBOZ_CBPA	98892	103949	scaffold_17	-1
fgenesh1_pg.14_#_41	303590	311224	scaffold_14	1
estExt_Genemark1.C_160083	477079	483070	scaffold_16	1
fgenesh1_pg.14_#_172	1232401	1237437	scaffold_14	1
fgenesh1_pg.21_#_68	540438	543437	scaffold_21	1
e_gw1.10.438.1	1590808	1591835	scaffold_10	1
estExt_Genewise1.C_20779	3833687	3835241	scaffold_2	-1
estExt_fgenesh1_pm.C_20165	1933634	1934669	scaffold_2	1
estExt_Genewise1.C_60106	703312	704744	scaffold_6	1
e_gw1.2.124.1	69003	73919	scaffold_2	1
Genemark1.2391_g	2026124	2029452	scaffold_4	1
fgenesh1_pm.12_#_114	1489015	1493272	scaffold_12	1
estExt_fgenesh1_pg.C_140072	587950	595530	scaffold_14	-1
fgenesh1_pg.9_#_27	229425	231011	scaffold_9	1
fgenesh1_pg.7_#_262	1761323	1761944	scaffold_7	-1
Genemark1.8225_g	1010023	1015560	scaffold_21	-1
estExt_fgenesh1_pg.C_150002	24928	27741	scaffold_15	1
estExt_fgenesh1_pm.C_130102	1256634	1257360	scaffold_13	1
Genemark1.7803_g	1288972	1290699	scaffold_19	-1
fgenesh1_pm.9_#_139	1534072	1541583	scaffold_9	-1
Genemark1.576_g	3031962	3037351	scaffold_1	-1
fgenesh1_pg.9_#_185	1222297	1225107	scaffold_9	1
fgenesh1_kg.12_#_57_#_1714_1_CBOZ_CBPA	1051491	1052300	scaffold_12	1
estExt_Genemark1.C_230132	744845	751029	scaffold_23	-1
fgenesh1_pm.2_#_121	1527248	1529692	scaffold_2	-1
fgenesh1_pg.11_#_58	495121	498229	scaffold_11	-1
Genemark1.1_g	3777	6492	scaffold_1	-1
estExt_fgenesh1_pg.C_10530	3741383	3751517	scaffold_1	1
fgenesh1_kg.5_#_109_#_1822_1_CBOZ_CBPA	2062651	2063611	scaffold_5	-1
gw1.18.221.1	369849	371539	scaffold_18	1
fgenesh1_kg.14_#_38_#_1425_1_CBOZ_CBPA	700532	702092	scaffold_14	1
e_gw1.32.6.1	6062	6568	scaffold_32	-1
estExt_fgenesh1_pm.C_30216	2395200	2398512	scaffold_3	-1
fgenesh1_pg.5_#_58	483080	494238	scaffold_5	1
estExt_Genewise1Plus.C_140303	1464510	1468375	scaffold_14	1
estExt_fgenesh1_pg.C_10555	3910339	3915428	scaffold_1	1
Genemark1.8634_g	317579	318218	scaffold_24	-1
e_gw1.14.335.1	1354605	1356842	scaffold_14	1
estExt_Genewise1Plus.C_140100	697256	699048	scaffold_14	1
e_gw1.9.362.1	1147999	1148628	scaffold_9	-1
Genemark1.8734_g	130755	133642	scaffold_25	-1
e_gw1.10.216.1	679385	681818	scaffold_10	1
estExt_Genemark1.C_90017	88117	89983	scaffold_9	1
e_gw1.5.396.1	2010976	2012443	scaffold_5	1
fgenesh1_pm.18_#_50	624572	628142	scaffold_18	1
fgenesh1_kg.10_#_70_#_4164_1_CBOZ_CBPA	1438498	1439613	scaffold_10	-1
fgenesh1_kg.6_#_73_#_1702_1_CBOZ_CBPA	1100962	1102745	scaffold_6	1
estExt_Genemark1.C_210010	34866	37674	scaffold_21	-1
estExt_fgenesh1_pm.C_120166	1850721	1854575	scaffold_12	1
e_gw1.3.650.1	1658091	1659114	scaffold_3	-1
estExt_fgenesh1_pg.C_220008	33185	40597	scaffold_22	1
estExt_fgenesh1_pm.C_250003	35382	38715	scaffold_25	-1
e_gw1.17.159.1	526492	527067	scaffold_17	-1
estExt_fgenesh1_pg.C_30135	999761	1003100	scaffold_3	1
estExt_fgenesh1_pm.C_230037	627989	629351	scaffold_23	-1
estExt_fgenesh1_pm.C_80084	1150337	1153101	scaffold_8	1
e_gw1.21.211.1	901085	902197	scaffold_21	-1
fgenesh1_pm.21_#_68	1001416	1004911	scaffold_21	1
fgenesh1_pg.4_#_367	2467898	2469517	scaffold_4	-1
fgenesh1_pg.7_#_17	94571	98410	scaffold_7	-1
estExt_Genemark1.C_40506	2686807	2688606	scaffold_4	1
estExt_Genewise1.C_120353	1755687	1760883	scaffold_12	-1
estExt_fgenesh1_pg.C_120112	749260	754655	scaffold_12	1
Genemark1.923_g	1029869	1034174	scaffold_2	1
estExt_Genemark1.C_120116	616628	622914	scaffold_12	1
e_gw1.11.365.1	1125316	1128161	scaffold_11	1
estExt_Genemark1.C_90052	287332	293706	scaffold_9	-1
Genemark1.4043_g	2004800	2007145	scaffold_7	-1
gw1.13.112.1	604086	606387	scaffold_13	1
fgenesh1_pm.4_#_58	967920	970726	scaffold_4	1
fgenesh1_kg.5_#_84_#_1417_1_CBOZ_CBPA	1629757	1630781	scaffold_5	1
estExt_Genemark1.C_230017	103755	106377	scaffold_23	1
e_gw1.18.160.1	1372474	1374036	scaffold_18	-1
estExt_Genemark1.C_10010	42785	45559	scaffold_1	-1
estExt_fgenesh1_pm.C_30033	414279	417329	scaffold_3	-1
estExt_fgenesh1_pm.C_60017	247604	251783	scaffold_6	1
Genemark1.2442_g	2249598	2254313	scaffold_4	-1
estExt_fgenesh1_pm.C_200011	96907	98185	scaffold_20	1
estExt_Genewise1Plus.C_70124	745570	747214	scaffold_7	-1
fgenesh1_kg.13_#_67_#_0_0_CBOZ4423.b1_CBOZ_CBPA	1026373	1027252	scaffold_13	1
Genemark1.8093_g	283496	284749	scaffold_21	1
Genemark1.8018_g	1150200	1153158	scaffold_20	1
fgenesh1_pg.6_#_250	1606535	1607603	scaffold_6	-1
Genemark1.5455_g	1311580	1312672	scaffold_11	1
estExt_Genewise1Plus.C_70371	2045571	2050190	scaffold_7	-1
Genemark1.7316_g	91025	93880	scaffold_18	1
fgenesh1_kg.1_#_35_#_4634_0_CBOZ3669.g1_CBOZ_CBPA	740141	742308	scaffold_1	-1
estExt_fgenesh1_pg.C_10197	1390050	1392038	scaffold_1	1
e_gw1.11.384.1	485225	487449	scaffold_11	1
estExt_fgenesh1_pm.C_240037	707525	712802	scaffold_24	1
fgenesh1_kg.6_#_152_#_2862_1_CBOZ_CBPA	2281883	2282633	scaffold_6	-1
Genemark1.172_g	973747	975837	scaffold_1	-1
estExt_Genewise1Plus.C_290012	54923	58228	scaffold_29	1
Genemark1.5936_g	21976	24823	scaffold_13	1
fgenesh1_pg.2_#_117	919955	921309	scaffold_2	-1
fgenesh1_kg.20_#_12_#_266_1_CBOZ_CBPA	139344	140482	scaffold_20	-1
estExt_fgenesh1_pm.C_60168	1796574	1797839	scaffold_6	1
fgenesh1_pg.1_#_49	331228	334255	scaffold_1	-1
e_gw1.10.385.1	1870834	1872401	scaffold_10	-1
Genemark1.1882_g	2231971	2242228	scaffold_3	1
estExt_fgenesh1_pg.C_60152	1050456	1051744	scaffold_6	-1
fgenesh1_pg.18_#_143	959976	962923	scaffold_18	1
e_gw1.7.258.1	2262801	2265638	scaffold_7	1
Genemark1.937_g	1096630	1098834	scaffold_2	1
Genemark1.5722_g	922816	923938	scaffold_12	-1
estExt_fgenesh1_pg.C_60040	311227	315817	scaffold_6	1
Genemark1.1607_g	807198	810578	scaffold_3	1
fgenesh1_pg.8_#_215	1585752	1589664	scaffold_8	-1
estExt_fgenesh1_pm.C_190067	807613	811301	scaffold_19	1
Genemark1.8388_g	837431	839057	scaffold_22	-1
Genemark1.6142_g	1170743	1171673	scaffold_13	-1
estExt_Genewise1Plus.C_40585	2395621	2400850	scaffold_4	1
Genemark1.7787_g	1203769	1204632	scaffold_19	1
fgenesh1_pg.1_#_343	2414666	2422075	scaffold_1	1
e_gw1.2.386.1	1745280	1747243	scaffold_2	-1
Genemark1.7605_g	198622	200892	scaffold_19	-1
Genemark1.2669_g	447013	447619	scaffold_5	-1
estExt_fgenesh1_pm.C_20182	2079815	2087285	scaffold_2	-1
fgenesh1_pg.3_#_160	1142957	1147425	scaffold_3	1
fgenesh1_pg.2_#_282	1975499	1980596	scaffold_2	-1
Genemark1.3591_g	2279438	2280307	scaffold_6	-1
fgenesh1_kg.2_#_45_#_4504_0_CBOZ2132.g1_CBOZ_CBPA	986453	986856	scaffold_2	-1
Genemark1.5770_g	1126951	1132693	scaffold_12	1
e_gw1.2.752.1	1339173	1346880	scaffold_2	1
fgenesh1_pg.4_#_340	2322862	2325028	scaffold_4	-1
estExt_Genemark1.C_40229	1404121	1406453	scaffold_4	-1
estExt_Genemark1.C_30086	473752	475622	scaffold_3	-1
e_gw1.12.261.1	1770192	1771681	scaffold_12	1
estExt_fgenesh1_pm.C_30015	214358	215783	scaffold_3	1
e_gw1.13.173.1	611946	613945	scaffold_13	1
e_gw1.26.17.1	300915	305685	scaffold_26	-1
estExt_Genewise1Plus.C_120123	764994	766282	scaffold_12	-1
estExt_Genewise1.C_70084	522497	524456	scaffold_7	1
estExt_Genewise1.C_30357	1756322	1758209	scaffold_3	-1
fgenesh1_pg.13_#_204	1524089	1534378	scaffold_13	-1
e_gw1.4.731.1	2790545	2791482	scaffold_4	-1
gw1.28.27.1	114384	114959	scaffold_28	-1
Genemark1.2103_g	578067	581861	scaffold_4	1
Genemark1.7559_g	1318151	1335129	scaffold_18	1
estExt_fgenesh1_pm.C_10079	1239810	1240698	scaffold_1	1
estExt_Genemark1.C_90212	1109267	1111960	scaffold_9	1
e_gw1.8.452.1	542152	542361	scaffold_8	-1
fgenesh1_kg.1_#_111_#_2743_1_CBOZ_CBPA	2333972	2336590	scaffold_1	-1
fgenesh1_pg.12_#_160	1052480	1054855	scaffold_12	-1
estExt_Genemark1.C_110161	940031	941227	scaffold_11	-1
Genemark1.8788_g	471875	472405	scaffold_25	1
estExt_fgenesh1_pm.C_90010	140468	142466	scaffold_9	-1
estExt_Genewise1Plus.C_160107	548225	550801	scaffold_16	1
estExt_fgenesh1_pg.C_20093	814617	820815	scaffold_2	-1
estExt_Genemark1.C_200111	667451	684858	scaffold_20	1
Genemark1.7263_g	1234729	1236335	scaffold_17	1
estExt_fgenesh1_pg.C_50076	609800	617574	scaffold_5	-1
estExt_Genewise1Plus.C_30138	776305	782222	scaffold_3	-1
estExt_Genewise1.C_10515	2684525	2685837	scaffold_1	-1
fgenesh1_pm.24_#_37	701243	702619	scaffold_24	1
fgenesh1_pg.1_#_515	3551222	3555746	scaffold_1	1
e_gw1.4.204.1	1894349	1897578	scaffold_4	-1
estExt_Genemark1.C_10659	3509711	3515931	scaffold_1	-1
estExt_fgenesh1_pg.C_10226	1599057	1601205	scaffold_1	1
estExt_fgenesh1_pm.C_180001	10378	15146	scaffold_18	-1
fgenesh1_pm.32_#_2	3390	3636	scaffold_32	1
fgenesh1_pg.4_#_274	1923810	1924827	scaffold_4	1
fgenesh1_pm.7_#_104	1129743	1132494	scaffold_7	1
estExt_fgenesh1_pg.C_150186	1313287	1318552	scaffold_15	-1
e_gw1.9.271.1	402319	404757	scaffold_9	1
Genemark1.68_g	350968	351826	scaffold_1	-1
estExt_fgenesh1_pm.C_100025	461867	464824	scaffold_10	-1
Genemark1.6574_g	232318	232673	scaffold_15	1
estExt_Genemark1.C_30438	2330428	2333989	scaffold_3	-1
fgenesh1_pg.3_#_126	903691	906661	scaffold_3	1
Genemark1.6208_g	1633333	1634189	scaffold_13	-1
fgenesh1_pg.10_#_161	1121905	1123488	scaffold_10	1
fgenesh1_pg.4_#_297	2060077	2062194	scaffold_4	1
estExt_Genemark1.C_140069	406555	407760	scaffold_14	1
estExt_Genemark1.C_40068	485372	491914	scaffold_4	1
Genemark1.4996_g	921723	923313	scaffold_10	-1
estExt_Genewise1Plus.C_150053	380682	390966	scaffold_15	1
estExt_fgenesh1_pg.C_10215	1489982	1495952	scaffold_1	1
estExt_fgenesh1_pm.C_160034	431112	433038	scaffold_16	1
estExt_Genemark1.C_120165	890862	893426	scaffold_12	1
fgenesh1_pg.2_#_425	2902208	2905266	scaffold_2	1
Genemark1.2012_g	2978387	2982217	scaffold_3	1
Genemark1.3302_g	851489	856566	scaffold_6	1
estExt_Genemark1.C_90098	547246	549943	scaffold_9	1
fgenesh1_kg.18_#_46_#_1557_1_CBOZ_CBPA	807113	808174	scaffold_18	1
Genemark1.6712_g	945936	948494	scaffold_15	-1
Genemark1.2701_g	591954	594568	scaffold_5	-1
e_gw1.7.256.1	1794905	1796864	scaffold_7	1
estExt_Genewise1Plus.C_30103	609348	611885	scaffold_3	1
estExt_fgenesh1_pm.C_160105	1186408	1187051	scaffold_16	-1
estExt_Genewise1Plus.C_120175	1188034	1190417	scaffold_12	-1
e_gw1.9.373.1	1046103	1046524	scaffold_9	-1
estExt_fgenesh1_pg.C_40307	2176915	2180542	scaffold_4	-1
Genemark1.3534_g	2002884	2006767	scaffold_6	-1
estExt_Genewise1Plus.C_50458	2304058	2305677	scaffold_5	1
e_gw1.13.99.1	5037	7724	scaffold_13	-1
fgenesh1_pg.5_#_9	86281	88261	scaffold_5	1
fgenesh1_pm.2_#_24	328851	334284	scaffold_2	1
Genemark1.1262_g	2717226	2718315	scaffold_2	1
e_gw1.11.152.1	1289881	1292078	scaffold_11	-1
gw1.16.308.1	790807	792012	scaffold_16	-1
estExt_fgenesh1_pg.C_270044	306311	314847	scaffold_27	-1
Genemark1.1587_g	722756	726612	scaffold_3	-1
fgenesh1_pg.10_#_136	990247	992259	scaffold_10	1
fgenesh1_pg.28_#_16	119188	121165	scaffold_28	-1
Genemark1.1432_g	3692939	3694543	scaffold_2	-1
e_gw1.7.387.1	1047021	1047772	scaffold_7	-1
fgenesh1_kg.3_#_147_#_281_2_CBOZ_CBPA	2313163	2316502	scaffold_3	-1
fgenesh1_pg.1_#_520	3594173	3609181	scaffold_1	-1
e_gw1.4.777.1	2242896	2243748	scaffold_4	1
estExt_Genemark1.C_10397	2204801	2209432	scaffold_1	-1
gw1.17.81.1	728502	732514	scaffold_17	-1
estExt_fgenesh1_pm.C_10184	2490616	2493750	scaffold_1	-1
e_gw1.2.215.1	3523800	3527019	scaffold_2	-1
fgenesh1_kg.4_#_86_#_3243_1_CBOZ_CBPA	1748192	1749690	scaffold_4	-1
e_gw1.13.54.1	403471	407722	scaffold_13	-1
Genemark1.1080_g	1845812	1849029	scaffold_2	1
Genemark1.3993_g	1723584	1729823	scaffold_7	1
Genemark1.8161_g	690290	693768	scaffold_21	1
estExt_Genewise1Plus.C_30064	367761	372893	scaffold_3	1
e_gw1.30.14.1	29442	30326	scaffold_30	-1
Genemark1.6729_g	1048726	1052491	scaffold_15	1
estExt_Genemark1.C_40359	1989355	1991356	scaffold_4	1
estExt_fgenesh1_pg.C_40298	2107795	2116400	scaffold_4	-1
fgenesh1_kg.5_#_126_#_4448_0_CBOZ1460.g1_CBOZ_CBPA	2214298	2215283	scaffold_5	1
estExt_Genewise1Plus.C_70446	2445903	2447506	scaffold_7	1
fgenesh1_kg.19_#_6_#_0_0_CBPA6231.b1_CBOZ_CBPA	48298	49878	scaffold_19	1
Genemark1.7040_g	1251679	1252018	scaffold_16	1
fgenesh1_pm.7_#_205	2290078	2296176	scaffold_7	-1
estExt_Genewise1Plus.C_60432	2150009	2157845	scaffold_6	-1
estExt_fgenesh1_pg.C_10300	2193246	2199819	scaffold_1	-1
estExt_Genewise1Plus.C_70451	2451563	2454982	scaffold_7	-1
e_gw1.11.54.1	547551	554730	scaffold_11	-1
estExt_Genemark1.C_120164	888263	890732	scaffold_12	-1
estExt_fgenesh1_pg.C_50388	2887975	2900998	scaffold_5	-1
fgenesh1_kg.4_#_111_#_0_0_CBPA4417.b1_CBOZ_CBPA	2076540	2077591	scaffold_4	1
estExt_fgenesh1_pm.C_110146	1753156	1755163	scaffold_11	-1
fgenesh1_pg.10_#_232	1535059	1540003	scaffold_10	-1
estExt_Genewise1Plus.C_90121	801120	807207	scaffold_9	1
estExt_fgenesh1_pm.C_90123	1379224	1380742	scaffold_9	1
fgenesh1_kg.7_#_129_#_878_1_CBOZ_CBPA	1915289	1916046	scaffold_7	1
estExt_Genewise1Plus.C_60373	1867280	1869756	scaffold_6	-1
estExt_Genewise1Plus.C_110040	172500	177093	scaffold_11	1
Genemark1.2111_g	633074	640017	scaffold_4	1
estExt_fgenesh1_pg.C_210110	874789	876250	scaffold_21	-1
Genemark1.684_g	3684737	3685403	scaffold_1	-1
Genemark1.5757_g	1071410	1074473	scaffold_12	-1
Genemark1.8927_g	21424	22287	scaffold_28	-1
e_gw1.8.52.1	6888	10883	scaffold_8	-1
Genemark1.8520_g	587770	590468	scaffold_23	-1
e_gw1.1.562.1	1785642	1787698	scaffold_1	-1
Genemark1.3161_g	146617	155589	scaffold_6	1
estExt_fgenesh1_pg.C_20448	3168249	3178432	scaffold_2	-1
estExt_Genewise1.C_40381	1703007	1704728	scaffold_4	1
fgenesh1_pg.7_#_173	1167994	1171578	scaffold_7	-1
fgenesh1_pg.6_#_56	411005	413754	scaffold_6	1
e_gw1.6.477.1	921308	923600	scaffold_6	-1
e_gw1.4.192.1	549926	554763	scaffold_4	-1
Genemark1.1048_g	1714325	1714934	scaffold_2	1
Genemark1.7520_g	1153071	1154783	scaffold_18	1
Genemark1.1515_g	327281	327630	scaffold_3	1
fgenesh1_kg.6_#_60_#_1033_1_CBOZ_CBPA	986163	991552	scaffold_6	-1
fgenesh1_pg.22_#_22	149101	156025	scaffold_22	1
estExt_Genewise1.C_120206	1285569	1289222	scaffold_12	1
fgenesh1_pm.5_#_120	1392344	1392802	scaffold_5	-1
fgenesh1_pg.8_#_221	1615225	1620779	scaffold_8	-1
estExt_fgenesh1_pg.C_150098	700610	703671	scaffold_15	1
Genemark1.6926_g	701623	702403	scaffold_16	-1
fgenesh1_pg.6_#_134	945898	946857	scaffold_6	-1
Genemark1.4032_g	1940776	1945457	scaffold_7	-1
fgenesh1_pg.17_#_108	963819	966373	scaffold_17	-1
e_gw1.23.183.1	855744	856491	scaffold_23	-1
estExt_Genewise1Plus.C_10346	1985328	1989764	scaffold_1	-1
estExt_fgenesh1_pg.C_100039	323715	343340	scaffold_10	-1
Genemark1.825_g	510807	513564	scaffold_2	-1
estExt_Genewise1.C_130329	1561673	1564585	scaffold_13	-1
Genemark1.7323_g	131758	134468	scaffold_18	-1
e_gw1.18.192.1	588463	589993	scaffold_18	-1
estExt_fgenesh1_pm.C_60061	784268	786340	scaffold_6	-1
fgenesh1_kg.22_#_2_#_2322_1_CBOZ_CBPA	23149	25538	scaffold_22	1
Genemark1.942_g	1117490	1119065	scaffold_2	-1
estExt_Genemark1.C_100275	1387952	1395553	scaffold_10	1
estExt_fgenesh1_pm.C_190050	657988	659634	scaffold_19	-1
fgenesh1_kg.21_#_49_#_4888_0_CBOZ6155.g1_CBOZ_CBPA	1092184	1093016	scaffold_21	1
estExt_Genemark1.C_40232	1416503	1417942	scaffold_4	1
estExt_fgenesh1_pg.C_40123	1026279	1029078	scaffold_4	-1
Genemark1.5488_g	1533820	1535134	scaffold_11	1
estExt_Genewise1Plus.C_200001	16103	20348	scaffold_20	1
Genemark1.4387_g	1533605	1534146	scaffold_8	1
Genemark1.30_g	147552	149810	scaffold_1	-1
fgenesh1_kg.14_#_28_#_1753_1_CBOZ_CBPA	610599	614101	scaffold_14	-1
Genemark1.4750_g	1490190	1494812	scaffold_9	1
fgenesh1_pg.18_#_154	1012138	1012690	scaffold_18	-1
estExt_fgenesh1_pm.C_100035	562646	564624	scaffold_10	1
e_gw1.1.175.1	3504109	3508787	scaffold_1	-1
e_gw1.11.412.1	1807987	1809410	scaffold_11	1
estExt_Genewise1.C_50097	685845	689346	scaffold_5	-1
fgenesh1_pg.1_#_193	1360780	1365682	scaffold_1	-1
Genemark1.8029_g	1210337	1211691	scaffold_20	1
estExt_Genemark1.C_60102	565496	575049	scaffold_6	-1
gw1.23.192.1	832818	833051	scaffold_23	1
estExt_fgenesh1_pg.C_180186	1183399	1186713	scaffold_18	-1
estExt_fgenesh1_pm.C_160004	23720	25641	scaffold_16	1
estExt_fgenesh1_pg.C_10157	1156873	1161651	scaffold_1	-1
e_gw1.2.210.1	308558	312750	scaffold_2	1
Genemark1.2749_g	835996	841495	scaffold_5	-1
estExt_Genewise1.C_180125	733945	738226	scaffold_18	1
estExt_fgenesh1_pm.C_100064	894856	896657	scaffold_10	-1
fgenesh1_pm.13_#_5	30064	33176	scaffold_13	-1
Genemark1.310_g	1703889	1709900	scaffold_1	1
e_gw1.4.497.1	1918154	1919818	scaffold_4	-1
fgenesh1_pg.8_#_181	1369714	1371863	scaffold_8	-1
estExt_Genewise1Plus.C_40016	68296	72193	scaffold_4	-1
estExt_Genemark1.C_10701	3784547	3787039	scaffold_1	1
fgenesh1_pg.17_#_83	649122	654786	scaffold_17	1
estExt_Genewise1Plus.C_140163	1070876	1072319	scaffold_14	1
Genemark1.7169_g	520678	524046	scaffold_17	-1
estExt_fgenesh1_pm.C_190089	1017276	1021621	scaffold_19	-1
estExt_fgenesh1_pg.C_160151	1004113	1008899	scaffold_16	-1
e_gw1.23.128.1	583859	586302	scaffold_23	1
Genemark1.7891_g	525214	527559	scaffold_20	1
Genemark1.2786_g	1036002	1046064	scaffold_5	-1
Genemark1.6134_g	1129384	1138171	scaffold_13	1
Genemark1.340_g	1918965	1924135	scaffold_1	-1
estExt_Genemark1.C_190161	910842	917060	scaffold_19	1
Genemark1.8019_g	1153959	1154679	scaffold_20	-1
Genemark1.2101_g	568000	573956	scaffold_4	-1
estExt_fgenesh1_pm.C_10009	78913	80395	scaffold_1	-1
e_gw1.16.193.1	920203	921968	scaffold_16	1
e_gw1.8.466.1	948051	948311	scaffold_8	-1
Genemark1.2640_g	283035	285107	scaffold_5	-1
Genemark1.5862_g	1576811	1592368	scaffold_12	1
estExt_fgenesh1_pm.C_180012	82470	86617	scaffold_18	-1
fgenesh1_kg.9_#_37_#_385_2_CBOZ_CBPA	494938	496044	scaffold_9	1
fgenesh1_pm.12_#_111	1462555	1464865	scaffold_12	-1
Genemark1.3857_g	1109069	1111870	scaffold_7	1
estExt_fgenesh1_pm.C_30264	3025820	3026440	scaffold_3	1
Genemark1.4235_g	686828	692406	scaffold_8	-1
estExt_fgenesh1_pg.C_20189	1448421	1459406	scaffold_2	-1
Genemark1.4598_g	780379	785619	scaffold_9	1
fgenesh1_pm.1_#_162	2106041	2107951	scaffold_1	-1
Genemark1.6268_g	257537	258198	scaffold_14	-1
fgenesh1_kg.1_#_133_#_2576_1_CBOZ_CBPA	2597578	2599005	scaffold_1	1
Genemark1.5208_g	1905627	1906031	scaffold_10	-1
estExt_fgenesh1_pg.C_120187	1251540	1253496	scaffold_12	1
Genemark1.574_g	3025366	3026935	scaffold_1	1
estExt_fgenesh1_pm.C_120032	533077	537868	scaffold_12	1
fgenesh1_kg.2_#_37_#_3853_1_CBOZ_CBPA	823336	824922	scaffold_2	-1
estExt_fgenesh1_pg.C_60194	1300639	1302410	scaffold_6	-1
estExt_fgenesh1_pm.C_80018	243361	244821	scaffold_8	-1
estExt_fgenesh1_pg.C_140026	194437	204287	scaffold_14	1
fgenesh1_kg.13_#_69_#_1382_1_CBOZ_CBPA	1052220	1055280	scaffold_13	1
fgenesh1_pm.9_#_71	870780	872472	scaffold_9	-1
Genemark1.5353_g	824816	825865	scaffold_11	1
Genemark1.1290_g	2858637	2861433	scaffold_2	-1
fgenesh1_pg.4_#_245	1781989	1784502	scaffold_4	-1
e_gw1.12.43.1	1420732	1425131	scaffold_12	1
fgenesh1_pg.9_#_94	659247	659891	scaffold_9	-1
estExt_Genewise1Plus.C_100143	937415	939669	scaffold_10	-1
estExt_fgenesh1_pm.C_80067	967097	967982	scaffold_8	-1
estExt_fgenesh1_pm.C_140140	1496054	1505670	scaffold_14	-1
estExt_fgenesh1_pg.C_190078	612874	619751	scaffold_19	-1
e_gw1.2.153.1	2625340	2628660	scaffold_2	1
estExt_Genemark1.C_80218	1247359	1250789	scaffold_8	-1
fgenesh1_pm.4_#_303	2977866	2979428	scaffold_4	1
estExt_fgenesh1_pg.C_100196	1318152	1318894	scaffold_10	-1
Genemark1.2980_g	2037712	2038903	scaffold_5	-1
fgenesh1_pg.13_#_81	581851	590523	scaffold_13	-1
e_gw1.25.57.1	560672	562792	scaffold_25	1
Genemark1.1849_g	2084103	2086371	scaffold_3	1
e_gw1.14.353.1	1074641	1076601	scaffold_14	-1
Genemark1.822_g	493481	497923	scaffold_2	-1
e_gw1.1.647.1	3231834	3233052	scaffold_1	1
fgenesh1_kg.21_#_38_#_4987_0_CBOZ7121.g1_CBOZ_CBPA	939249	940759	scaffold_21	-1
estExt_fgenesh1_pg.C_40271	1943137	1944050	scaffold_4	1
estExt_Genewise1Plus.C_30413	1958493	1964991	scaffold_3	-1
estExt_fgenesh1_pm.C_110041	711389	715857	scaffold_11	1
fgenesh1_pm.9_#_104	1207214	1208974	scaffold_9	1
estExt_Genemark1.C_110095	574353	577566	scaffold_11	-1
estExt_Genemark1.C_10682	3671204	3675522	scaffold_1	1
Genemark1.5616_g	342938	346354	scaffold_12	-1
fgenesh1_pm.22_#_18	272846	275163	scaffold_22	1
estExt_fgenesh1_pm.C_50055	770688	772490	scaffold_5	1
estExt_Genewise1.C_220010	20645	22865	scaffold_22	1
Genemark1.7322_g	128847	130203	scaffold_18	1
estExt_fgenesh1_pg.C_30048	359550	367559	scaffold_3	-1
fgenesh1_kg.19_#_4_#_4157_1_CBOZ_CBPA	44583	45396	scaffold_19	-1
estExt_Genewise1Plus.C_60207	1146310	1151219	scaffold_6	-1
